video_id,title,description,channel_id,category_id,language,channel,published_at,duration,views,likes,comments,Engagement total,Taux d'engagement (%),duration_td,Durée (s)
3LIxv_wfjuY,"⚠️MISE EN SCÈNE, aucun animal n’a été blessé #humour #shorts",,UCpsvoU1qL4WLR6jvh1CWjhw,22,fr,Le déraciné,2025-06-18T16:00:13Z,PT8S,3691789,55789,912,56701,1.5358678407677144,0 days 00:00:08,8
WjFU2bIabRw,drawing Alastor vs vox 📺🎙️/chibi #hazbinhotel #alastor #illustration #nostalgia #upsidedown #drawing,"#hazbinhotelangeldust #hazbinfanart #helluvabossblitzo#hazbinhotel #alastor #illustration #nostalgia #upsidedown #drawing#イラスト #sketch #anime #drawing #animeart #animedrawing #animedraw #shorts #art #animeロシデレ #イラストメイキング #illustrationmaking #speedpainting
#illustration #making #timelapse #digital #procreate #drawing #illust #timelapse #일러스트 #original #youth",UCeV4_eLTdyFJp9wyTpbJAyQ,22,en,AElyee Artz,2026-01-03T17:58:59Z,PT19S,413344,0,36,36,0.008709452659286212,0 days 00:00:19,19
qwwkUFAxD8U,May my video bring you joy#pov #herramientas #sketch#gracioso #animasi  #historia,,UCMZnPfplvjkkVmm8c3AJHQA,22,de,bbbccc888,2026-01-11T12:34:39Z,PT59S,137784,1991,1,1992,1.4457411600766417,0 days 00:00:59,59
vqSAzOmUWkI,🕺🕺😍😍 #rap #dance #humour #newmusic #danse #snapdrole #nasdas,,UC-2sU9mpGUd1t6O2OG2paVA,22,fr,Team NASDAS 🦅,2026-01-16T18:57:24Z,PT13S,20983,450,14,464,2.211313920793023,0 days 00:00:13,13
o6BD0ehzeBk,Mouche à dent d'or : La Révélation !  #humour #humoristefrancais #comedy #humor #drole #standup,"Qu'est-ce qu'un point jaune dans le ciel ? Le soleil ? Non, une mouche avec une dent en or. Jeanne d'Arc ? Elle a fri, elle a tout compris.
#humour #humoristefrancais #comedy #humor #drole #standup",UCIQs0qjGOmjV2jTkazCvXyQ,22,fr,comedyUp,2026-01-05T22:09:28Z,PT17S,537464,2956,11,2967,0.5520369736391647,0 days 00:00:17,17
6D0-dDA4yd8,Le trompeur a eté trompé 😂.                       #humour #chanson #comédie,,UCVC4_2tjPTgAyDQPjQ_z6Cw,24,fr,Jojo le camerounais,2025-03-31T09:15:14Z,PT1M2S,979146,19295,196,19491,1.9906122273899909,0 days 00:01:02,62
JLnCctSLkg8,#pov#storytime#funny#humour#comedy#skit#mystorytime,,UCJJQgcIqvN6wIu-mza2SiPw,24,en,Leroy22,2026-01-17T10:11:00Z,PT43S,11336,350,1,351,3.096330275229358,0 days 00:00:43,43
LRB65txw470,"Narasimha Drawing Outline🔥, How To Draw Mahavatar Narsimha, Lord Narsingh Swamy Drawing Step By Step","Narasimha Drawing Outline🔥, How To Draw Mahavatar Narasimha, Lord Narsingh Bhagwan Drawing, Step by Step Tutorial, Narashimha Swamy Drawing, Grid Method Outline tutorial, Narshimha Movie Poster Drawing, Narshimha Drawing Full Body With Sheshnag and Kiling Ashur , Drawing Sketch 

Reference photo link 🖇️🔗👇
https://drive.google.com/drive/folders/1Ykeo2pCley8azG1FZt4RgZQPr5TGn5qX

Final Shading Tutorial ❤️ ❤️‍🩹 👇 
https://youtu.be/_t3hSZs2fyY

Hello friends
Welcome to my channel


Instagram = @somnath_khatua_art

if u like this video please SUBSCRIBE my channel

LIST OF THINGS USED
------------------------------------
paper - brustro 200 GSM A4 size 
pencil - Brusto
Color- 

Thanks for visiting and please SUBSCRIBE the channel for more Art Videos................



About This video -
In this video I Show you How to draw Mahavatar Narshimha step by step tutorial for beginners,

In this step-by-step Hindu God drawing tutorial, you will learn:
✔️ How to draw Lord Narasimha face & crown
✔️ Lion face detailing & fur texture shading
✔️ Easy grid method for perfect proportions
✔️ Pencil shading for realistic divine artwork
✔️ Mythological character drawing techniques

Perfect for:
• Narasimha Jayanti Drawing
• Hindu God drawing competition
• Mythology art lovers
• Pencil sketch learners

🙏 Thank you for watching!
Don’t forget to SUBSCRIBE for more divine & anime drawings ❤️
If you like this video please SUBSCRIBE my channel 😊❤️‍🩹

Related queries -
drawing tutorial
step by step
grid Method
drawing easy
drawing pencil
Narshima drawing
mahavatar narshimha drawing
narshimha movie drawing
how to draw lord narshima
drawing outline
somnath khatua art
Sanju arts
step by step tutorial
how to draw lord narasimha
lord narasimha drawing
narasimha avatar drawing
lord vishnu narasimha drawing
narasimha pencil sketch
narasimha avatar pencil drawing
hindu god lion drawing
narasimha jayanti drawing
mythology drawing step by step
grid method god drawing
somnath khatua art
sketch,powerful drawing narshimha
angry narshimha drawing
narshima bhagwan drawing
lord ganesha,lord mahakal
mahadev,vishnu avatar narshima drawing
bhagwan ji ki drawing
mahavatar narshima movie trailer
narshima movie,lion face hanuman ji drawing
art,drawing
The Fierce Avatar Narshimha 
Lord Krishna Drawing 
narshima ji ki drawing kaise banaye
lord hanuman,shiva
Narasimha Drawing 
Lord Narasimha Drawing Tutorial 
Narasimha Avatar 
Narasimha Drawing tutorial 
Mahavatar Narsimha
Mahavatar Narsimha Drawing 
Shree Krishna Drawing
Lord Ram Drawing
Mahavatar Narsimha
Mahavatar Narsimha Drawing
Mahavatar Narsimha Movie
Mahavatar Narsimha Artwork
Mahavatar Narsimha Realistic Drawing, Mahavatar Narsimha Sketch
Lord Narsimha Drawing
नरसिंह भगवान ड्राइंग,
भगवान विष्णु नरसिंह अवतार चित्र,
नरसिंह अवतार पेंसिल स्केच,
हिंदू भगवान ड्राइंग,
पौराणिक चित्रकला
Narasimha Drawing, Narsimha Dev Drawing, Mahavatar Narsimha Movie Inspired Art Mythological Drawing

#narshimha
#mahavatarnarsimha 
#drawingtutorials 
#howtodraw 
#somnathkhatuaart
#MahavatarNarsimha  #MahavatarNarsimhaMovie #MahavatarNarsimhaDrawing 
#NarsimhaArt 
#bhagwan 
#stepbystep 
#sketch 
#sanjuarts 
#pencildrawing 
#easydrawing 
#lordganeshadrawing 
#hanumanji 
#lordshiva 
#art
#LordNarasimha
#NarasimhaAvatar
#LordVishnu
#HinduGodDrawing
#MythologyArt",UCSjX6GPkOcbVscVSi2W1Kdg,26,hi,Somnath Khatua art,2026-01-10T13:56:06Z,PT20M41S,29643,438,26,464,1.5652936612353674,0 days 00:20:41,1241
p_jxlKLChZU,L'inflation et les européennes | Naïm Humour,"Ta pause rire quotidienne avec la crème du stand-up francophone. Best-of, pépites et impros : on ne garde que le meilleur !

🎙️ L'artiste :  Naïm
🎫 Son spectacle / Site web : naim.art


⚠️ Droits d'auteur & Propriété Cette chaîne célèbre le talent des humoristes. Tous les droits appartiennent aux créateurs et producteurs originaux. Vous êtes l'ayant droit et souhaitez un retrait ou une modification ? Contactez-nous, nous respectons votre travail.
4085",UCg2nwVNPr6mlXjgNx-9ttMg,23,fr,L'instant Vanne,2026-01-05T22:40:00Z,PT34S,103513,2045,11,2056,1.986223952547023,0 days 00:00:34,34
fqbMTbtLt90,"GAG CONGOLAIS 2024: FUFU NA MUASI YA MBIJI😂 AVEC VUE DE LOIN, MABIDI, MODERO, COUPURE, DJ, CHRISTEL","Veuillez cliquer sur le lien 👉👉👉   https://www.youtube.com/channel/UCwCoh4z1YeAMOo-Bkd16rCA    /  et n'oubliez pas d'activer le bouton de notification____________Actualité: Gag I Musicale |  culturelle |  Sociale Congolaise | 2024 |____________Abonner ✔ Aimer ✔ Commenter ✔ Partager ✔____________Suivez moi:____________..  ____________Restez branchés et invitez les autres à s'abonner
#gags #congolais #NOUVEAU #humour #shortviral #AVEC #ESOBE #jeremieshabani #VUE_DE_LOIN #MUKWATA #MABIDI #COUPURE #AIDA #LOX #CONGOREVOLUTIONNEWS #Attention #AMINATA #modero #fufu #mbiji #NGANGANAPASTEUR #ambulance #bobo #micho #BABU #MAIDA
#silabisaluofficiel  #sb #domination  #maboke #AMBULANCE   #donking
#congoreferencetv #MALEWA #fatshibeton #shortvideo #2024 #2023 #2022 #emission #constitution #viralvideo #tiktokvideo",UCwCoh4z1YeAMOo-Bkd16rCA,1,und,MAGECO PRODUCTION TV,2024-12-03T17:00:06Z,PT24M36S,543031,3573,101,3674,0.6765727923451883,0 days 00:24:36,1476
DhE7X7liQXw,Regardez Sami Ouladitto Spectacle🤣 #samiouladitto #humour #comédie #film #rire #mdr #drôle #blague,,UCrIDp-AnPRUGRZQ0lMvmqHw,23,fr,Sound Stars Nation ,2026-01-01T17:21:17Z,PT1M28S,909905,14987,253,15240,1.6749001269363284,0 days 00:01:28,88
iqqycF9CHfw,C’est de l’humour ! Grosse force à luka #gims #humour #ciel,,UCmXKvkrxl4MgDrViV14rk8Q,20,fr,Matjab,2025-12-24T01:02:26Z,PT14S,454736,7499,164,7663,1.6851535836177476,0 days 00:00:14,14
GHMJtRLCo_o,Prank une journée drôle avec moi #humour #videodrole #prank #drole #irl,,UCCv5FHssRGkLBnXm3ogmQWA,22,fr,Hann,2025-12-29T00:59:12Z,PT15S,257546,3034,24,3058,1.1873607044955077,0 days 00:00:15,15
WyyI9oxpJ-8,Roland Magdane a un ado à la maison ! #sketch #shorts,"+ de Vivement Dimanche : https://www.france.tv/france-3/vivement-dimanche/
Abonnez-vous : https://bit.ly/3U7Bygv

Vivement dimanche sur France 3, que les téléspectateurs retrouvent de 13.30 à 15.00 chaque dimanche, reste fidèle à son concept célèbre et populaire. Dans ce rendez-vous incontournable, Michel Drucker met en lumière les talents d’hier, d’aujourd’hui et de demain : chanteurs, acteurs, humoristes...",UCDA0UZOAbEv0Lc6todGs43Q,24,fr,Vivement Dimanche - France Télévisions,2025-12-27T23:00:47Z,PT51S,373814,3231,13,3244,0.8678112644256235,0 days 00:00:51,51
DTmF0TyMeLw,Us*rpati@n d’identité 😱 #humour #divorce,,UCWurA_fnCThwF_pAJ7IryYg,23,en,Elena Nagapetyan,2025-10-07T08:33:58Z,PT1M43S,340967,6082,69,6151,1.8039868960925836,0 days 00:01:43,103
GJ5HlY9QCyY,#sketch #lesmanagersçadit #vieaubureau #bureau #humourcorporatif #humour #pourtoi #carrière #drole,,UCapaHGZM3gu4g7cFBc5LJLA,22,fr,pari mao,2025-07-05T07:41:51Z,PT2M10S,4034162,109349,205,109554,2.715656931972489,0 days 00:02:10,130
regbACqreic,L' ALCOOL selon Paul Mirabel !!!,,UCypdHL3wk67nw9WrIqtzwhg,23,fr,COMEDY PLACE,2025-04-27T16:01:16Z,PT27S,395585,0,53,53,0.013397879090460963,0 days 00:00:27,27
mRFfBPeF5Ts,#humour #acting,,UCc-codaOjeT1tAqWf1lXiqg,22,fr,cymg2c1946,2026-01-22T02:08:45Z,PT58S,12694,831,2,833,6.562155348983772,0 days 00:00:58,58
hOAxn7Z0cig,Quand ta valise est trop LOURDE à l’aéroport 💀 #humour #drole #sketch,,UCY5n8M-n2AtJK_7msMwCG5A,24,en,Gabriella564Q,2025-06-28T12:09:29Z,PT56S,2585031,59585,47,59632,2.3068195313711906,0 days 00:00:56,56
eB_7Q7Fu6qw,Le Retour de François Damiens en 2026 ? Réponse en Interview #shorts #humour #drole #pourtoi #fyp,"Dans cette interview pour le média français Konbini, François Damiens le célèbre acteur et humoriste connu pour ses caméras cachées virale en tant que François L'Embrouille. Nous explique aujourd'hui pourquoi faire des pranks et des caméra cachées est devenu très compliqué. Dans cette vidéo il parle également de son retour peut être en 2026 pour de l'humour et des blagues cultes et virales. 

#shorts #shortsyoutube #caméracachée #francoisdamiens #rire #balgue",UCkPkpni62zdfSRy3mhlfReg,24,fr,Sarge Rediffusions,2025-12-23T11:01:30Z,PT47S,178785,2460,121,2581,1.443633414436334,0 days 00:00:47,47
PyygJXE2x4E,Ils sont cons ou quoi ?! 😭😂 #humour #drole #rire #youtube #youtubeshorts #shorts #short #shortvideo,Ils sont cons ou quoi ? ! 😭😂 #humour #drole #rire #youtube #youtubeshorts #shorts #short #shortvideo,UCo0JtuZc-OQArrIuROoM4FQ,10,fr,KreshnikOfficielVideo,2025-12-07T15:00:47Z,PT38S,4732199,80505,1268,81773,1.7280127061435921,0 days 00:00:38,38
Ki6xg1bQxvo,Comportement bah ouais #rachmakosso #humour,,UCIeTK6i052PzgP-kRa2DM8w,22,fr,Rach_ Makosso officiel,2025-09-03T16:04:21Z,PT10S,2705114,49654,438,50092,1.8517519039863015,0 days 00:00:10,10
iXXpXvNrYyk,MAMA MIAŁA NAKARMIĆ DZIECKO… ALE 😳 #śmieszne #rodzinka #sketch #suchary,"Miało być spokojne granie w Minecrafta 🟩⛏️
…ale wtedy braciszek Maciuś się budzi 😳

Mały Marcinek przerywa grę, przygotowuje jedzenie i idzie do mamy 🍼
Problem?
👉 Mama zamiast nakarmić dziecko… zasypia 😴

I tak zwykła gra w Minecrafta zamienia się w rodzinny chaos, dramat i totalny absurd 😂

💛 Zostaw łapkę w górę, jeśli znasz takie sytuacje
💬 Napisz w komentarzu, co TY byś zrobił
🔔 Subskrybuj, żeby nie przegapić kolejnych filmów

Miłego oglądania! 🚀😄",UCpwqXjUx6wjwNQaOd1o6dbA,23,pl,Tymki,2026-01-22T15:14:40Z,PT49S,4213,145,4,149,3.5366722050795154,0 days 00:00:49,49
iHRSxH6d7dI,Don’t Skip This Easy Drawing Trick 👀 #pencildrawing #art #sketch,,UCseXTNmK_5TUJjN7m7aiI-g,27,hi,VK ArtBox,2026-01-16T20:36:00Z,PT37S,82538,978,22,1000,1.2115631587874676,0 days 00:00:37,37
kf2fkANTWwg,abonne toi à mon insta !#pourtoi #sketch #humour #fyp #viral #yapasmoyendepercer #pote #trend,,UCVp6J9EOFZXdSK-2H4j94fA,22,fr,Ramirezpatriciayreqv,2026-01-08T08:34:53Z,PT59S,199512,2648,21,2669,1.3377641445126107,0 days 00:00:59,59
hfN5jw5dX3w,Sketch Breaks Sara Safari's Heart,"WATCH ME LIVE: https://www.twitch.tv/thesketchreal

FOLLOW MY SOCIALS!

🔴MAIN CHANNEL: https://www.youtube.com/@UCVi6sLM51K8kidu61o0DR_g 

🟠INSTAGRAM: https://www.instagram.com/thesketchreal 

🔵TIKTOK: https://www.tiktok.com/@thesketchreal

PRIZEPICKS 💰- Signup today using code “SKETCH” & get $50 in lineups instantly when you play $5! You don’t even need to win to receive the $50 bonus, it’s guaranteed!

https://prizepicks.onelink.me/ivHR/SKETCH


#sketch #thesketchreal",UCVi6sLM51K8kidu61o0DR_g,24,en,The Sketch Real,2025-12-06T17:58:05Z,PT22S,2111707,43553,763,44316,2.0985865936893706,0 days 00:00:22,22
-V94BqheoCM,"Les sketchs des Nuls aujourd’hui, impossible ? Dominique Farrugia répond.","Peut-on encore refaire les sketchs des Nuls aujourd’hui ? Dominique Farrugia répond.

Abonnez-vous 👉 https://bit.ly/cavous_youtube

🔔 Et activez la cloche pour ne rien rater 😃
#CàVous : le rendez-vous de celles et ceux qui font l'actualité politique, économique, sociétale et culturelle

📺 Pour (re)voir l’émission entière, d’autres et leurs meilleurs passages :
👉 C à Vous : https://bit.ly/cavous_replay
👉 La Suite : https://bit.ly/cavous_lasuite_replay

📲 Suivez-nous sur nos réseaux sociaux :
| Facebook : https://www.facebook.com/cavousf5/
| Instagram : https://www.instagram.com/c_a_vous/
| X : https://x.com/CavousF5
| TikTok : https://bit.ly/cavous_tiktok",UCejTWYquMXD_MFHRZiqo_Aw,24,fr,C à vous - France Télévisions,2026-01-01T16:00:00Z,PT2M58S,610082,8132,344,8476,1.389321435479165,0 days 00:02:58,178
Hu9u1DuNu8s,Qui est d’accord ?🤷‍♀️ #fyp #viral #humour #shorts #shortvideo #subscribe #trending,,UC4MYQ39pYlDV1hPfN3K9sAw,22,fr,Alicia & Toi,2026-01-15T16:30:07Z,PT13S,1691659,40876,911,41787,2.470178682583192,0 days 00:00:13,13
QPSuGphMu5k,Scroll mortel! #humour,,UCSVBkPrN5e1P_Uf035AbRpg,22,fr,Lesfollesfurieuses,2026-01-06T05:40:56Z,PT1M4S,265351,15641,331,15972,6.019197214255835,0 days 00:01:04,64
veR6QIj9y08,"SKETCH RUSSIE-UKRAINE (Edgar-Yves, spectacle Le Trianon)","Qu'en est-il de ce monde ?
🎫 Toutes mes dates de spectacle ici : http://linktr.ee/edgar_yves",UCKO1SFI8EIVU1DGQD6bZylw,23,fr,Edgar-Yves Jr.,2025-03-09T17:00:07Z,PT15M16S,908202,20874,584,21458,2.36269023851522,0 days 00:15:16,916
py5ETKbCLq0,How to draw a half cat body ✨️ #drawing #art #sketch #arttutorial  #howtodraw,,UClM7Pi-jKmVoKajNLLa8EUg,22,en,zafchan_art,2025-12-05T12:36:30Z,PT19S,876809,12915,158,13073,1.490974659247339,0 days 00:00:19,19
Dkq-JUVERoU,#storytime #haveitoldyoulatelythatiloveyou #ihavethisthingwithplants #humour #funny,,UCf4PAxCBy-vLPLxPnh13NbQ,22,ru,Thu Nguyen Thi,2026-01-22T09:56:59Z,PT56S,354,11,0,11,3.1073446327683616,0 days 00:00:56,56
kf8_dhocRlk,je la quitterai jamais 🫶 (Aidez moi) #humour #couple #sketch #amour #rigolo,,UCPwJrU0Xs2ewNufzHCc6Tnw,22,fr,Ton pote Gillian,2025-05-29T16:35:46Z,PT15S,5108885,75851,372,76223,1.4919693827518137,0 days 00:00:15,15
MZz19TIjNmE,J’ai fais ce qu’elle m’a dit🥲 #humour,,UC907TPs-L1d-hgE_pH1HVmg,23,fr,Ana Hnf,2026-01-06T15:43:53Z,PT9S,1233598,39606,497,40103,3.250896969677318,0 days 00:00:09,9
AGCjtvS18mw,Jarry et la vérité des mamans divorcées 😅 #jarry #humour,Quand Jarry rencontre une maman fraîchement célibataire… elle a son mot à dire sur les enfants 😆 #StandUp #Maman #Divorce #spectacle,UCavz1UZHqzGOH2t6wPL-6gw,20,fr,KEKEDOU59,2025-10-16T09:37:26Z,PT1M21S,9256783,98300,1245,99545,1.0753735936123812,0 days 00:01:21,81
AZC76Zoj6w8,Heureusement qu’il y a penser 😂😂. #humour #familytime #funny #family #humor,,UCjLvPGKecZrcOYvNw1kCx2g,22,fr,NACIMA FAMILY 🖤,2025-09-14T15:35:48Z,PT25S,69189648,494962,738,495700,0.716436655379429,0 days 00:00:25,25
m5xnK4jd2UU,Por favor comparte con tus amigos #pov #herramientas #sketch #gracioso #actuación #historia,,UCf_qCFQiWccA8lsRSEqGeKA,22,tr,thy teo,2026-01-20T09:45:51Z,PT57S,25596,232,1,233,0.9102984841381466,0 days 00:00:57,57
IzIo_lW2FgI,Asta Pencil sketch 😲 #art #shorts #drawing,"About the video :-

asta pencil sketch | asta is a anime character from black clover anime 

#anime #sketch #artist #shorts

thanks for watching",UCvmq5N3S4-KjQwjnPsI_1Rw,26,hi,Art by gagan,2026-01-16T14:23:50Z,PT34S,10086,800,38,838,8.308546500099148,0 days 00:00:34,34
CG9Y8-3azxI,Voici la FEMME MIROIR 😂👗 #humour #drole #prank #pourtoi #fyp,"Dans cette vidéo de type caméra cachée de l'humoriste français Jean-Yves Lafesse, une dame inconnue marche dans la rue avec un tenur plutôt originale garnie de petits miroirs, va alors voir Lafesse l'approcher pour soi-disant se recoiffer à l'aide de ses miroirs, ce qui va vite énerver l'inconnue qui demandera à ce qu'on la laisse tranquille, ce qui se comprend parfaitement.

#shorts #shortsyoutube #blague #caméracachée",UCkPkpni62zdfSRy3mhlfReg,24,fr,Sarge Rediffusions,2026-01-02T15:00:18Z,PT16S,270025,1750,19,1769,0.6551245255068975,0 days 00:00:16,16
p8iECodLPXI,Le roi des blagues de tonton détrôné ! 😱🤣 | VTEP | Saison 07,"➡️ Retrouvez tous les meilleurs moments de #VTEP sur TF1+ : https://www.tf1.fr/tf1/tout-est-permis-avec-arthur/videos?xtor=CS1-337

Souvent considéré comme un peu ringard ou démodé, que les pères racontent généralement à leurs enfants. Ces blagues ont souvent un sens double ou une chute surprenante qui peut sembler absurde, mais qui est censé provoquer un sourire ou un rire chez l'auditeur. Les blagues de tonton sont souvent basées sur des jeux de mots ou des calembours, et peuvent inclure des références à des stéréotypes ou des situations familiales courantes. Maintenant, Camille Lelouche,  Artus, Gérémy Crédeville, Arnaud Tsamère, Antonia de Rendinger, Christophe Beaugrand, Fauve Hautot arriveront-ils à y résister ? Extrait de Vendredi tout est Permis.",UCIzGdOtVYnANRhYkEPZS3Kw,24,fr,Vendredi Tout Est Permis,2025-01-25T18:00:41Z,PT6M19S,845370,6570,221,6791,0.8033168908288679,0 days 00:06:19,379
IzJhhiYS2fY,QUAND TU SORS DE L’ÉCOLE🏃‍➡️🤣#humour #shorts,,UCpsvoU1qL4WLR6jvh1CWjhw,22,fr,Le déraciné,2025-10-28T17:00:35Z,PT21S,2835669,45822,1017,46839,1.6517795271591993,0 days 00:00:21,21
nlr-uijboz0,MARQUE VS SOUS MARQUES 💀🤯  #humour  #degustation  #divertissement,vidéo complète sur la chaine,UCIFwi0zf7mZOgXSu2BmGY6w,24,fr,Mickzer,2026-01-20T10:24:04Z,PT56S,1013,10,0,10,0.9871668311944718,0 days 00:00:56,56
oYpzdZkrBDQ,"Sara tells Sketch to ""Cop a Feel""","WATCH ME LIVE: https://www.twitch.tv/thesketchreal

FOLLOW MY SOCIALS!

🔴MAIN CHANNEL: https://www.youtube.com/@UCVi6sLM51K8kidu61o0DR_g 

🟠INSTAGRAM: https://www.instagram.com/thesketchreal 

🔵TIKTOK: https://www.tiktok.com/@thesketchreal

PRIZEPICKS 💰- Signup today using code “SKETCH” & get $50 in lineups instantly when you play $5! You don’t even need to win to receive the $50 bonus, it’s guaranteed!

https://prizepicks.onelink.me/ivHR/SKETCH


#sketch #thesketchreal",UCVi6sLM51K8kidu61o0DR_g,24,en,The Sketch Real,2025-12-07T19:22:00Z,PT21S,985807,17343,266,17609,1.786252278590028,0 days 00:00:21,21
4_64ITv6fZ4,I Went To Court Over A Joke | Isaac Butterfield | Stand Up Comedy ,"Watch My COMEDY SPECIAL ➡️ https://www.isaacbutterfield.com/

📘 My Book “Better Man” ➡️ https://www.isaacbutterfield.com/  
A brutal, funny, honest guide for men navigating the modern world.

🎥 Want a custom roast or shoutout? Book on Cameo ➡️ https://www.cameo.com/thebuttsmarn

👕 Shop the Merch ➡️ https://www.isaacbutterfield.shop

🔥 Join the Patreon Army ➡️ https://www.patreon.com/IsaacButterfield  
Exclusive content, BTS, and more chaos.

👇 EXPLORE MORE 👇  
🎙️ The Mum and Dad Show Podcast ➡️ https://www.youtube.com/channel/UCBZxAiF8yY6YKx35sFA2CyA  
📸 Insta ➡️ https://www.instagram.com/thebuttsmarn  
📧 Business Inquiries ➡️ Thebuttsmarn@gmail.com

Watch My Most Offensive Jokes ➡️ https://www.youtube.com/watch?v=pebZGAJaN2A",UC-wBAxgUX9P0fXZ6-D0frRA,23,en,Isaac Butterfield,2026-01-22T05:00:12Z,PT10M53S,10076,703,96,799,7.929734021437078,0 days 00:10:53,653
pmSedjoSCoQ,Alors McDonald's ou KFC ⁉️😋  #shorts #abonnetoi #repost #humour #quiz #défi #virale,,UC_pI8F7ncIjyjQ0yEpXiQTA,22,fr,MAXOU,2026-01-21T17:45:10Z,PT48S,4582,304,43,347,7.57311217808817,0 days 00:00:48,48
XpuoK4qGpJ4,#pov #herramientas #sketch #gracioso #actuación #historia,,UCb_aB0UvYAJuinWhtKn5VFg,22,es,Bella Jeremiah,2026-01-19T09:41:14Z,PT49S,472907,5040,25,5065,1.071035108382832,0 days 00:00:49,49
xW07IctxseA,DIO A LE PERMIS #shortvideo #humour,,UCEaFyR0oZE1gkBWAiQFcibg,24,fr,La.sweety,2026-01-15T16:07:44Z,PT14S,1411064,38266,413,38679,2.7411230107209876,0 days 00:00:14,14
TV41ezs7YVE,La toute première mercedes AMG: La C36! #amg #c36 #c63 #mercedes #humour,,UCzrGNQQJda-cUb2SJvHQFwA,22,fr,Terryygollow,2025-12-30T11:12:46Z,PT1M13S,264575,6277,112,6389,2.414816214683927,0 days 00:01:13,73
P1XBaUmsKJU,Jean-Yves Lafesse crée le MALAISE chez deux jeunes 😂😳 #humour #drole #prank #pourtoi #fyp,"Dans cette caméra cachée de rue de l'humoriste français Jean-Yves Lafesse, deux jeunes filles approchent Lafesse et son équipe, qui visiblement préparent un reportage, Lafesse va alors proposer aux filles de passer devant la caméra pour une raison inconnue, avant de faire croire qu'il ne faisait en fait que les inviter à dégager du champ des caméras vite fait.

#shorts #shortsyoutube #blague #caméracachée",UCkPkpni62zdfSRy3mhlfReg,24,fr,Sarge Rediffusions,2025-12-24T15:00:49Z,PT14S,875037,4559,161,4720,0.539405762270624,0 days 00:00:14,14
aNK9cAKPzrI,Calembours Nuls mais Hilarants ! #humour #comedy #humor #standup #drole #humoristefrancais,"Qu'est-ce qu'un rat avec la queue coupée? Un raccourci. Sais-tu pourquoi les policiers n'ont pas de rides ? Non, du tout. Parce qu'ils ont la police  #humour #comedy #humor #standup #drole #humoristefrancais",UCIQs0qjGOmjV2jTkazCvXyQ,22,fr,comedyUp,2026-01-03T15:26:11Z,PT18S,894786,3948,22,3970,0.44368150596902506,0 days 00:00:18,18
iwJvfD-K_VE,#herramientasdetrabajo   #sketch#gracioso #animasi  #historia,,UC2QUkd2ObEz9IvRhtcBlNPA,22,de,Karpinen Vigilante,2026-01-21T09:23:37Z,PT59S,56297,1167,8,1175,2.0871449633195374,0 days 00:00:59,59
QrhPqwOCtgg,J’ai le copain le + drôle sérieux😂 #humour,,UCxIASFnsnYl4C9r_e4siZjA,22,fr,HWIJAE,2025-12-28T17:58:39Z,PT28S,200378,3526,65,3591,1.7921129066065138,0 days 00:00:28,28
npyZxPNFBMU,SOIN BOTOX POURE LILO #shortvideo #humour,,UCEaFyR0oZE1gkBWAiQFcibg,24,fr,La.sweety,2026-01-19T15:52:31Z,PT16S,453396,18206,202,18408,4.060026996268163,0 days 00:00:16,16
KAqtnfBDf0E,POV les riches… #humour #humoristefrancais #sketch #humour,,UCsKs7qJ8cv7tCDh-F8CfI5A,23,fr,Islem Sehili,2026-01-04T20:59:32Z,PT1M51S,594359,12460,207,12667,2.1312035318721514,0 days 00:01:51,111
v9PMQpzGt5c,😟 la cuisson au four solaire tourne mal en Bretagne #cuisine #humour #reaction #recette #ecolo,,UCzNlP92G-yQFt9wB0NPQ7qg,24,fr,Vivien Roulin,2026-01-15T18:08:56Z,PT25S,11870,38,11,49,0.41280539174389214,0 days 00:00:25,25
CiTgGfOnDBM,Une technique de vente anti-gaspi 🤣 #yogurtfactory #gaufre #glace #client #humour,,UCOdbiAuA9JXo_TDuIvAPNxA,22,fr,Yogurt Factory,2025-12-23T12:12:25Z,PT35S,1189201,23962,84,24046,2.0220299175665004,0 days 00:00:35,35
R65Gsxp1RW4,Por favor comparte con tus amigos #pov #herramientas #sketch #gracioso #actuación #historia,,UCM2Bl2hZGWov8QpAG1Whfsw,24,en,Rosalind,2026-01-21T09:53:54Z,PT40S,27858,149,0,149,0.5348553377844784,0 days 00:00:40,40
GbXZx131uDo,May my video bring you joy#pov #herramientas #sketch#gracioso #animasi  #historia,,UCMZnPfplvjkkVmm8c3AJHQA,22,de,bbbccc888,2026-01-21T09:22:52Z,PT57S,26876,349,0,349,1.2985563327876173,0 days 00:00:57,57
3y3Puxhm2QY,😤Huguette SIDÉRÉE par l'assistanat de Raymond #scenesdemenages #m6 #humour #sketch #funny,"Retrouvez Scènes de ménages : 
- M6+ : https://www.m6.fr/scenes-de-menages-p_829
- Facebook : https://www.facebook.com/scenesdemenages",UCgL4BYu0PhQqCbQiIqXs30Q,23,zxx,M6+ Scènes de ménages,2026-01-12T20:00:05Z,PT41S,206220,4473,60,4533,2.198137910968868,0 days 00:00:41,41
bBN1arqJAY0,Yall so ethereal #art #drawing #draw #shorts #short,,UCHAJoyvmQnBR0Jvb16gZtTg,24,en,KO,2026-01-02T19:03:00Z,PT7S,2360052,100941,1513,102454,4.34117553342045,0 days 00:00:07,7
