video_id,title,description,channel_id,category_id,language,channel,published_at,duration,views,likes,comments
ZV--KgBHWWk,Elle l’emmène pour son anniversaire… le chauffeur connaît TOUT #shorts #humour,,UC3fm3olcv2cqzgcey5w2kuQ,23,fr,Humour French,2025-12-18T14:03:04Z,PT1M28S,308439,4057,25
7tAfjlgHH2Q,LE TEMPS AU TEMPS (spectacle complet) | Julien Lacroix,"Une pandémie, un scandale, la paternité et la sobriété. Les sujets ne manquaient pas pour ce retour sur scène. Sans délaisser la folie qui a fait sa marque, Julien aborde sans détour les sujets extrêmement délicats auxquels on s’attend, en ne tombant jamais dans l’amertume. 

Le temps au temps, 2e one-man show de Julien Lacroix, a pris forme au fil de soirées questions/réponses qu’il a tenues devant plus de 10 000 personnes en 2023. Ces soirées se sont tranquillement transformées en spectacle pour lequel il a vendu 40 000 billets et dont la captation a eu lieu à l'automne 2025 à la Salle Albert-Rousseau.

Le 3e spectacle est en rodage, pour des billets : julienlacroix.ca

0:00 Ouverture
10:29 L'île des cancellés
13:06 Travailler en construction
17:39 L'alcool
23:14 L'infidélité
27:24 L'accouchement
35:24 Papa à la maison
40:51 Les idées noires
45:48 Les choses changent
49:41 Les gars
58:22 Lettre à Léo",UCH3pTAZZ2uu0SqTauqlEPuQ,23,fr-CA,Julien Lacroix,2025-12-11T12:56:53Z,PT1H3M7S,478654,3783,290
A4OG5_K2HCY,Manioc comédie 🎭 - #comedy #gracemoya #dance #influenceuse #funny #cotedivoire,,UCSKZviupPE4E6VVpZDG-dvA,22,en,Rucel le mec timide 🙈 ,2025-05-16T17:00:13Z,PT28S,232833,5191,60
moBnKHTCmOk,Dites moi que vous aussi vous le faisiez ?🤣🙏 #fyp #humour #viral #shortvideo #shorts #subscribe,,UC4MYQ39pYlDV1hPfN3K9sAw,22,fr,Alicia & Toi,2026-01-21T16:00:00Z,PT11S,63758,3816,114
ELeMC6ulfR8,Taxi Wala Stand-Up Joke 😂🎤 #ai #shorts,"Taxi Wala Stand-Up Joke 😂🎤 #ai #shorts 

जब स्टैंड-अप कॉमेडी में शायरी का तड़का लग जाए 😄🎤  
अनारकली की मज़ेदार कहानी, टैक्सी वाले से हुई एक छोटी-सी बात  
और पूरा हॉल हँसी से गूंज उठा 😂  

पूरा वीडियो देखो, हँसो और शेयर करो ❤️  
ऐसी ही मज़ेदार Stand-Up Comedy Shorts के लिए follow करें 🔥


#StandUpComedy
#ComedyShorts
#HindiComedy
#ShayariComedy
#AnarkaliComedy
#TaxiJoke
#FunnyReels
#ComedyVideo
#IndianStandup
#ViralShorts
#LaughOutLoud",UC1bCMF7IgCg3OgRLHNQKAkw,24,N/A,funny xx,2026-01-22T13:27:43Z,PT24S,587,0,0
K9Cogg8k6lQ,Live Cute Anime Sketch in Cafe 💖#AnimeArt #CuteGirl #Sketch #Drawing,"A talented artist is drawing a cute anime-style portrait of a girl in front of her. The process is so satisfying and the final result looks absolutely adorable! 🎨✨
If you love anime art, cute drawings, and sketch videos, this one is for you.

 #Artist #LiveSketch #AnimeDrawing #CartoonArt #PortraitDrawing #CuteArt #ArtVideo #SatisfyingArt #SketchArtist #ViralArt #Reels #Shorts #Creative #ArtLovers #AnimeStyle #Kawaii",UCXL6r4SqfgXCbgnpUspR0VQ,24,hi,Jani anshari ,2026-01-10T13:30:37Z,PT29S,605660,5298,26
dydbcVovRwE,Vrai ou faux? 😂 vous en êtes en quelle année vous? #humour #drole #ecole #cours #magaliequest,,UCEVqSWAwsMOK6GXW6dZmwFw,24,en-US,SockStealer37,2026-01-20T15:09:01Z,PT21S,144839,5470,30
VaIhTNjVY9c,Top 5 Laurent Baffie #top5 #drôle #laurentbaffie #humour,,UCwsOlEl28NVys2rj5QzzQiA,22,fr,Lamara 🦊,2026-01-14T17:01:22Z,PT48S,521012,4947,17
ReAzff97JL0,#humour,,UCRfHAw34TwH2Qv_4F0SWBxg,22,fr,Happykids,2025-09-16T18:46:18Z,PT8S,3169570,17563,0
EgppKcw1SsI,Il a morflé monsieur propre ! 👨‍🦲   #tarmaccomedy #humour #standup,,UC5hKGihDzlEnmpX7CL_b0yw,24,fr,Tarmac,2025-12-24T17:00:32Z,PT45S,120269,1443,9
wxoKLTxF6YM,How to draw basic elements😳 #drawing #stickman #power #tutorial #fpy #sketch #draw #howtodraw #fyp,"How to draw basic elements😳
.
.
 #drawing #stickman #power #tutorial #fpy #sketch #draw #howtodraw #fyp#fpy #shorts #howtodraw #drawingstyles #youtube",UCKjciMxC2G8i1ycyMyVRbpA,26,N/A,SenseiArt style,2026-01-22T04:20:02Z,PT24S,9413,0,4
AG81KqMMWpc,Alexandra Pizzagali – Les femmes et les enfants d'abord,"Alexandra Pizzagali – Les femmes et les enfants d'abord

𝙀𝙉𝙑𝙄𝙀 𝘿'𝙀𝙉𝘾𝙊𝙍𝙀 𝙋𝙇𝙐𝙎 𝘿𝙀 𝙍𝙄𝙍𝙀𝙎 ?

😂 𝙉𝙤𝙨 𝙨𝙠𝙚𝙩𝙘𝙝𝙨 : Regardez les derniers sketchs du Montreux Comedy ici ➡️ https://youtube.com/playlist?list=PLE2tfoAKAJ6y2fCR8GepOV8Ow-XkFl_Ri

😍 𝙉𝙤𝙨 𝙨𝙥𝙚𝙘𝙩a𝙘𝙡𝙚𝙨 𝙘𝙤𝙢𝙥𝙡𝙚𝙩𝙨 : Découvrez les Galas Montreux Comedy en intégralité ici ➡️ https://youtube.com/playlist?list=PLE2tfoAKAJ6wV81woPdc1tyl7B5y83TOR&si=MnfYO8k2qFwMGb0M

😂⚡️😂  𝙋𝙪𝙣𝙘𝙝𝙡𝙞𝙣𝙚𝙨 : 2 artistes ont pour mission de deviner la chute de blagues mythiques entendues au Montreux Comedy Festival. À voir ici ➡️ https://youtube.com/playlist?list=PL40TWjlepv_qRz4d1wM-k2mHKfZKtXgjQ

_____________________________
Envie d'assister à la prochaine édition du Montreux Comedy Festival ?
🎫 https://bit.ly/BilletterieMCF25

_____________________________
⬇⬇⬇⬇ Abonne-toi ! ⬇⬇⬇⬇ 
Montreux Comedy sur YouTube : https://www.youtube.com/@MontreuxComedy
Montreux Comedy Encore sur YouTube : https://www.youtube.com/@LaReleveParMontreux
Facebook : https://www.facebook.com/Montreux.Comedy.Festival
Instagram : https://instagram.com/montreuxcomedy/
TikTok : https://www.tiktok.com/@montreuxcomedy
Threads : https://www.threads.net/@montreuxcomedy
X (ex-Twitter) : https://twitter.com/MontreuxComedy

Le sketch a été capté lors du Montreux Comedy Festival 2023.

#MontreuxComedy #Humour #Sketch #Comedy #StandUp",UCPHJfLg1VeNBsfzzTszpmmQ,23,fr,Montreux Comedy,2025-10-01T16:00:12Z,PT9M12S,148311,5223,110
zHjCiAh3Edw,Compilation de CAMÉRAS CACHÉES de Jean-Yves Lafesse 😂🎥 #humour #drole #prank #pourtoi #fyp,"Dans cette compilation de caméras cachées de rue de l'humoriste français Jean-Yves Lafesse, un homme et son enfant son à un marché local, l'enfant ayant alors une caisse dans ses bras laissant une occasion à Lafesse de placer une blague très fine, avant d'enchaîner sur un homme grand avec un costume visiblement trop court (surtout au niveau du pantalon), va être approché par Lafesse qui le blaguera en le nommant monsieur l'ourlet.

#shorts #shortsyoutube #blague #caméracachée",UCkPkpni62zdfSRy3mhlfReg,24,fr,Sarge Rediffusions,2025-12-23T15:01:56Z,PT14S,364737,2433,13
Yp7aG6C8ayE,Bérengère Krief – Pas facile de coucher avec une femme,"Bérengère Krief – Pas facile de coucher avec une femme

𝙀𝙉𝙑𝙄𝙀 𝘿'𝙀𝙉𝘾𝙊𝙍𝙀 𝙋𝙇𝙐𝙎 𝘿𝙀 𝙍𝙄𝙍𝙀𝙎 ?

😂 𝙉𝙤𝙨 𝙨𝙠𝙚𝙩𝙘𝙝𝙨 : Regardez les derniers sketchs du Montreux Comedy ici ➡️ https://youtube.com/playlist?list=PLE2tfoAKAJ6y2fCR8GepOV8Ow-XkFl_Ri

😍 𝙉𝙤𝙨 𝙨𝙥𝙚𝙘𝙩a𝙘𝙡𝙚𝙨 𝙘𝙤𝙢𝙥𝙡𝙚𝙩𝙨 : Découvrez les Galas Montreux Comedy en intégralité ici ➡️ https://youtube.com/playlist?list=PLE2tfoAKAJ6wV81woPdc1tyl7B5y83TOR&si=MnfYO8k2qFwMGb0M

😂⚡️😂  𝙋𝙪𝙣𝙘𝙝𝙡𝙞𝙣𝙚𝙨 : 2 artistes ont pour mission de deviner la chute de blagues mythiques entendues au Montreux Comedy Festival. À voir ici ➡️ https://youtube.com/playlist?list=PL40TWjlepv_qRz4d1wM-k2mHKfZKtXgjQ

_____________________________
Envie d'assister à la prochaine édition du Montreux Comedy Festival ?
🎫 https://bit.ly/BilletterieMCF25

_____________________________
⬇⬇⬇⬇ Abonne-toi ! ⬇⬇⬇⬇ 
Montreux Comedy sur YouTube : https://www.youtube.com/@MontreuxComedy
Montreux Comedy Encore sur YouTube : https://www.youtube.com/@LaReleveParMontreux
Facebook : https://www.facebook.com/Montreux.Comedy.Festival
Instagram : https://instagram.com/montreuxcomedy/
TikTok : https://www.tiktok.com/@montreuxcomedy
Threads : https://www.threads.net/@montreuxcomedy
X (ex-Twitter) : https://twitter.com/MontreuxComedy

Le sketch a été capté lors du Montreux Comedy Festival 2024.

#MontreuxComedy #Humour #Sketch #Comedy #StandUp",UCPHJfLg1VeNBsfzzTszpmmQ,23,fr,Montreux Comedy,2025-10-15T16:00:57Z,PT11M10S,411176,10504,308
gEmvHp4A85o,"Macron démissionne, il nous laisse brigitte 😂 #macron #humour #drole #memes #president #brigitte",Macron se tire avec l'argent 😂 #macron #humour #drole #memes #president #brigitte #jet #argent #4you #france #viral,UCN_Y3HrfqBq04TI_sW_UoPw,22,fr,larefvlog,2025-10-17T14:58:42Z,PT19S,3308317,30460,1165
QPi9sb5u2So,Je suis perdu là... #humour #sketch #couple #famille #rigolo #parent,,UCPwJrU0Xs2ewNufzHCc6Tnw,22,fr,Ton pote Gillian,2025-05-09T15:42:26Z,PT18S,4290897,93541,398
Ghu5ATelGZA,Por favor comparte con tus amigos #pov #herramientas #sketch #gracioso #actuación #historia,,UCBU_QLi5L4AJY6YOY4rsn7w,22,id,ffufhfuiejeijhf,2026-01-20T09:06:35Z,PT1M32S,26995,238,2
E_FY-t-db40,"👉 “Saturday Facebook, Sunday WhatsApp बंद 😂 | Marriage Comedy Stand Up #standupcomedy@shaluprank","👉 “Saturday Facebook, Sunday WhatsApp बंद 😂 | Marriage Comedy Stand Up #standupcomedy‎⁨@shaluprank⁩ 
@gurleenpannu
@standupshorts69
@taazaphool
@shreyapriyam83
@MrBeast 
@MRINDIANHACKER 

🎤 Richa On Mic ek viral YouTube Shorts channel hai jahan milti hai stand-up comedy, funny punchlines, aur AI-powered comedy videos ka perfect mix 😄🔥

Is channel par aap dekhenge:
✨ Relatable Indian standup comedy
✨ Girl stand-up comedian funny shorts
✨ AI comedy videos, cinematic animation & realistic expressions
✨ Short, sharp & viral comedy reels

Agar aapko pasand hai funny shorts, standup comedy clips, AI generated comedy, aur trending YouTube Shorts, to Richa On Mic aapke liye perfect jagah hai 🎯

👉 Subscribe karo for daily laughs, savage punchlines & viral comedy content 🚀😂

Keywords used:
standup comedy shorts, AI comedy video, girl standup comedian, funny shorts india, viral comedy shorts, AI standup comedy, Indian comedy reels, Richa On Mic

#RichaOnMic  
#gurleenpannu
#aakashgupta
#Anubhavsinghbassi
#DoubleMeaningShayari  
#ComedyWithThoughts  
#StandUpComedyIndia  
#AIComedy  
#AIViralVideo  
#HeadphoneLagao  
#ThoughtsVideo  
#ViralThoughts  
#ComedyShortsHindi  
#FemaleStandup  
#DesiStandUp  
#MicComedyShow  
#RelatableContent  
#TrendingShorts  
#YouTubeViral  
#ReelsIndia  
#SmartComedy  
#CleanDoubleMeaning  
#StandUpComedy  
#ComedyVideo  
#ComedyShorts  
#StandupComedian  
#IndianComedy  
#HindiComedy  
#DesiComedy  
#FunnyVideo  
#ViralComedy  
#ComedyReels  
#YouTubeShorts  
#ShortsViral  
#RelatableComedy  
#CleanComedy  
#LiveComedy  
#ComedyLife  
#ComedyLovers  
#TrendingReels  
#ViralShorts  
#IndianYouTuber  
#ComedyIndia  
#FunnyShorts  
#ObservationalComedy  
#ThoughtBasedComedy  
#AIShorts  
#DigitalComedy  
#StandupShorts

stand up comedy india  
comedy shorts hindi  
shayari comedy  
double meaning shayari  
clean comedy shorts  
female stand up comedian  
mic based comedy  
relatable comedy india  
viral comedy shorts  
trending youtube shorts  
thought based comedy  
hindi comedy channel  
ai comedy video  
ai viral shorts  
headphone comedy video  
funny shayari hindi  
desi standup comedy  
shorts viral india  
youtube shorts comedy  
richa on mic  
hindi stand up comedy  
comedy shayari shorts  
viral stand up comedy  
new comedy shorts 2026  
female comedian india  
desi comedy reels  
mic open comedy  
smart comedy content  
clean humor india  
trending comedy reels  
thoughts viral video  
motivational comedy  
relatable shayari  
ai generated comedy video  
ai reels comedy  
headphone required video  
instagram reels comedy  
youtube reels india  
short comedy video  
standup comedy shorts india",UC_DOsRjGuEufUE92fooT3sw,23,hi,Richa On Mic ,2026-01-22T08:55:00Z,PT31S,1267,0,0
zJYZNIT2_NY,La SOIRÉE de François Damiens... 🕺🤣 #shorts #humour #drole #pourtoi #viral #fyp,"Dans cette célèbre caméra cachée culte et virale de François l'Embrouille, notre acteur et humoriste François Damiens décide aujourd'hui de piéger des touristes français dans le Sud la France. François Damiens prank les touristes en se faisant passer pour un agent de l'office de tourisme. Une vidéo humoristique très drôle et hilarante.

#shorts #shortsyoutube #humour #caméracachée #francoisdamiens #prank #video",UCkPkpni62zdfSRy3mhlfReg,24,fr,Sarge Rediffusions,2025-12-29T11:02:00Z,PT1M,267696,3127,56
HNqOFinFyD0,Les Bodin’s et la royauté,"Choisis par le roi et la reine de Belgique pour animer la soirée célébrant leurs noces d’argent, les Bodin’s se préparent pour un grand événement au palais royal. 
À cette occasion, ils s’entraînent en révisant l’histoire du pays… et ce n’est pas gagné d’avance !



Abonnez-vous ici : 
👉 Site officiel: http://www.voorire.be/
👉 YouTube: youtube.com/channel/festivalduriredeliege
👉 Facebook: https://www.facebook.com/VooRireDeLiege
👉 Instagram: https://www.instagram.com/festivalduriredeliege/
👉 TikTok: https://www.tiktok.com/@festivalduriredeliege",UC4mErnnmoB7P1saPyCfN3pQ,23,fr,Festival International du Rire de Liège,2025-09-04T16:00:35Z,PT7M1S,235298,1969,45
OUhHdzTzgVI,Je précise c’est de l’#humour ou pas 😂 #ex #manipulateur,Je te partage ma vie #missdarkito #darkito #teamkito,UCGGKARknrjQnQ7dpeb1oK6w,22,fr,Miss Darkito,2026-01-18T16:47:17Z,PT9S,18069,805,22
a6UQ6FhNvOs,"Urbain à L’européen- Spectacle Entier-Saison1, Episode 1","Ben voila on y est. Voici la captation de mon premier spectacle. On a eu mille soucis techniques mais on a enfin réussi à vous sortir le fruit de 10 ans de standup. Ce spectacle je l’ai joué 5 ans, il s’est terminé y’a un an et maintenant il est à vous. Merci de spammer les comms, les partages et tout et tout j’ai besoin de vous",UCTIFEgvtjvXgURqyzrA2qig,23,fr-FR,Urbain,2025-12-26T14:30:47Z,PT1H4M43S,151763,7844,960
YPdTE_tFJ4Q,#ytbshorts #humour #robloxfunny #sketch #lifeisbutadream #robloxjokes #funny,,UCzpPTzezfZj9x1KnWHzTs0A,22,fr,Tú Nguyễn Hoàng,2025-12-21T00:33:58Z,PT55S,1699386,30375,142
50A2biAKlaI,Buuuuut ! 😂 #short #TomAndJerry #humour,"--
N'oublie pas de t'abonner à la chaîne YouTube Boomerang France, en cliquant sur le logo de la vidéo. Et active les notifications en cliquant sur la 🔔 juste au-dessus. 

N'oublie pas de liker la vidéo ! 😉

Tu peux aussi t’abonner à la chaîne juste ici :
http://urlz.fr/7SuZ

Suis nous sur Instagram:
https://www.instagram.com/boomerangtv_france/

Visite le site web de la chaine Boomerang France :
http://www.boomerangtv.fr

Deviens fan de la page Facebook Boomerang France :
https://www.facebook.com/BoomerangTVFrance

Bienvenue sur la chaîne YouTube officielle de Boomerang France. Retrouvez ici les vidéos trop marrantes, les extraits rigolos et les bandes-annonces de vos séries préférées :  Bunnicula, Bugs et les Looney Tunes !, Bugs Découvertes, Les recettes de Bugs,Trop cool Scooby-Doo!, Mr Bean, Inspecteur Gadget, Tom et Jerry, Titi et Grosminet, Shaun le mouton, Garfield, Les As de la Jungle, La Chouette et compagnie, La Panthère Rose, The Happos Family, Taffy, Les Tutos boomerang et bien d’autres !",UCJZ35DzvSPelEvLtFMQiOpw,1,fr,Boomerang France,2022-11-10T15:00:02Z,PT21S,135494638,1083159,0
rhI6dABG-Lg,#illustration #tattoo #pov #procreate #drawing #whydidntmyexcomeback #digitalart #humour #school,,UCd-wgSCETOWtFTmC1BtddyA,22,fr,Vanderleia Ricardo,2026-01-16T02:26:54Z,PT24S,1351228,16085,41
6A1pH5wZsOE,L'Antillais et L'Accident de Voiture | Dieudonné Humour,"Bienvenue sur Le club du rire !
Chaque jour, retrouve le meilleur du stand-up francophone pour ta dose de rire quotidienne. Sketchs, vannes, moments cultes… on te sélectionne la crème de la crème !
🧠 Passion 100% Stand-up Cette chaîne est une initiative de fans pour célébrer l'humour français. Notre objectif unique est de partager et mettre en lumière le talent de nos artistes.

Creative Commons : Dieudonné
Pour accéder à son site (ps: allez le voir il est genial) : https://dieudosphere.com/


📌 Crédits & respect des créateurs
Tous les droits reviennent aux humoristes, auteurs, producteurs et ayants droit concernés. Si vous êtes l’un d’eux et souhaitez une mention spécifique ou un retrait, contactez-nous : on respecte votre travail.
mail : felixmitard@gmail.com

#comédie #humour #humoristefrancais #standup #blague #drole #sketch #dieudonné",UCL4rVyHb0WhmM9b-P-Cpqsw,23,fr,Le Club Du Rire,2025-12-26T07:00:05Z,PT4M51S,79736,1808,90
O3q8KuikDGQ,🤣 Audience Shocked! Double Meaning Stand Up Comedy  Samdrup Comedy  #comedy  #standupcomedy,"🤣 Audience Shocked! Double Meaning Stand Up Comedy  Samdrup Comedy  #comedy  #standupcomedy 

इस वीडियो में आप देखेंगे एक ज़बरदस्त Hindi Stand-Up Comedy Performance,
जहाँ देसी अंदाज़, डबल मीनिंग जोक्स और लाइव ऑडियंस का रिएक्शन आपको हँसने पर मजबूर कर देगा 😂

अगर आपको Indian Stand-Up Comedy,
Desi Jokes,
और Funny Comedy Videos पसंद हैं,
तो यह वीडियो आपके लिए है 🔥

👉 वीडियो को LIKE करें
👉 चैनल को SUBSCRIBE करें
👉 और दोस्तों के साथ SHARE ज़रूर करें

आपका सपोर्ट ही हमें और अच्छा कंटेंट बनाने की ताक़त देता है ❤️

Channel: Samdrup Comedy
Category: Stand-Up Comedy | Hindi Comedy

stand up comedy
hindi stand up comedy
indian stand up comedy
desi comedy
funny comedy video
double meaning jokes hindi
samdrup comedy
stand up comedy hindi
best comedy video
comedy video hindi
live stand up comedy
female stand up comedy india
new comedy video 2026


#StandUpComedy
#HindiComedy
#SamdrupComedy
#DesiJokes
#ComedyVideo
#IndianComedy",UC73g3VsaHZS4LKdCen6pgxQ,23,hi,Samdrup Comedy,2026-01-22T06:20:29Z,PT43S,842,21,0
-u89ceVEzQg,Trump kidnappe un président ! #humour #humoristefrancais #standup,Il est long cet épisode de South Park mais divertissant,UC8OqosxoS6Lggr5zj9pFi3Q,23,fr,Rodrigue,2026-01-12T18:00:00Z,PT1M23S,149841,2182,60
DcQeMZo_T_E,Top 5 Laurent Baffie #top5 #drôle #laurentbaffie #humour,,UCwsOlEl28NVys2rj5QzzQiA,22,fr,Lamara 🦊,2025-12-23T12:12:18Z,PT1M1S,834988,5957,11
4xx9yMDvPyc,Si les pays pouvaient parler… (partie 8) #humour #sketch #drapeau #short,,UCEKCFBqtA2aLkCeNldaOIWA,22,fr,Miel tropical Shorts,2025-10-11T12:23:18Z,PT40S,605953,20658,427
cq3_6VLblb8,Elle aurait pas dû demander à maman 🤣😅 #family #humour#fun,,UCJsxCFwSEejhVQH644dTvTQ,23,fr,familleenxl,2025-12-09T16:45:06Z,PT1M7S,3930227,72002,468
i-YRVFuqH8c,Por favor comparte con tus amigos #pov #herramientas #sketch #gracioso,,UC-sMk01XjuQaTx5L9gcTAZg,24,en-US,TOP11,2026-01-21T09:07:20Z,PT59S,8212,134,0
HVNfmk1J-ck,L'humour à la plage - Anne Roumanoff : comment j'appelle mon compagnon,Anne a appris à discerner les mauvais signer en couple. Les signes ne trompent pas et elle va les partager ! Extrait L'Humour Plage 2ème édition Partie 2,UCqxKPoV4Oa8K-AmFrVFPZZg,24,fr,TF1+,2025-07-19T17:00:20Z,PT5M50S,73632,1081,38
cki6ukBOQoQ,Pardon les sudistes vous êtes des dragons….. ☝🏼 #humour #drole #jul #sudiste #sketch,,UCd7lzcWr6SjY4nOkCmka4AA,22,fr,Clap Placzek,2026-01-14T04:01:26Z,PT46S,1064688,16682,80
KXeTjwvwDqA,por favor comparte con tus amigos #pov #herramientas #sketch #gracioso #actuación #historia,"😂 POV Funny Sketch – अंत तक देखना ज़रूरी है!
यह वीडियो इतना मज़ेदार है कि हँसी रोक पाना मुश्किल है 🤣
POV, स्केच, एक्टिंग और कहानी — सब कुछ एक ही वीडियो में 💥

अगर हँसी आई तो
👉 Like ठोको ❤️
👉 Comment करो 😂
👉 और अपने दोस्तों के साथ शेयर जरूर करो 🔁

Por favor comparte con tus amigos 🙏
वीडियो को वायरल करने में आपकी एक शेयर बहुत काम आएगी 🔥
#viral #pov #sketch #gracioso #actuación #historia #funny #comedy #shorts #reels #trend 🚀",UC1nbHrwwZPTn7IFYYud2JAA,23,N/A,LY FACTS BABU,2026-01-22T02:30:17Z,PT1M4S,3315,21,0
iK5h4AGu26M,Goku drawing 💀☠️#foryou#goku#art#drawing#sketch#skills#dragonball#animeeart#anime#shorts,,UCQ_f8VQ6zqDzdjDerwmWEZw,22,pt-PT,Soham Arts,2026-01-22T11:40:34Z,PT33S,618,20,5
bxI5WP1bXoU,Il aurait pas dû 😬🤣 #family #humour #fun,,UCJsxCFwSEejhVQH644dTvTQ,23,fr,familleenxl,2025-11-26T16:38:29Z,PT1M16S,4626844,90338,405
Zw4GGDwX4Cw,Une future BELLE-MÈRE rencontre Lafesse ☺️😂 #humour #drole #prank #pourtoi #fyp,"Dans cette caméra cachée virale de l'humoriste français Jean-Yves Lafesse, une femme moyennement âgée et Lafesse vont se rencontrer avec une blague typique de Lafesse, mais la discussion va prendre un tournant lorsque la dame va évoquer le fait qu'elle va assister au mariage de son fils dans peu de temps, laissant une occasion à Lafesse de pouvoir questionner la relation entre la mère et sa future belle-fille Delphine.

#shorts #shortsyoutube #blague #caméracachée",UCkPkpni62zdfSRy3mhlfReg,24,fr,Sarge Rediffusions,2025-12-31T17:01:09Z,PT57S,261524,3017,42
JqCG7urHCcM,Le Grand Show de L'Humour avec les Chevaliers du Fiel ! Émission Spéciale | Intégrale | EM04 - CI,"🎬 Bienvenue sur Rires & Prime !
Retrouvez ici les moments cultes de la télévision française : sketchs hilarants, soirées mythiques, archives inoubliables et les plus grands noms de l’humour. Des classiques comme La Grosse Émission, Les 100 plus grands, Enfants de la télé ou Samedi soir en direct vous attendent !

👉 Le meilleur de la TV c'est ici sur Rires & Prime !
Abonnez-vous 👉 https://bit.ly/41EWGzg

#RiresEtPrime #HumourFrançais #TVCulte #SketchsTV #Nostalgie",UCBDIL6luOaVTOEAw2zICwqQ,24,fr,Rires & Prime,2025-11-29T15:00:39Z,PT2H30M42S,63752,632,7
wU96y0rM9gQ,Quand un Président Africain oublie Prénom de ses enfants😂 #shorts #humour #rire #cinema #film #viral,"Le Crocodile du Botswanga, le film de 2014, est une comédie culte française basée sur l'humour et la satire au sujet d'un pays contrôlé par l'argent et la corruption d'un dictateur Africain. Dans cette scène culte, Thomas Ngijol présente ses enfants à Fabrice Éboué venu de France. L'une des scènes les plus virales et populaire du film.",UCD9GkYc29rRTotcFeyRVELA,24,fr,Sarge le chef,2025-08-03T15:30:30Z,PT39S,1689706,44308,446
vwLBpI3XPqI,POV : Quand tu pars en vacances en famille #humour #drole #catmemes #pov #sketch,,UCe6ZPahz6y5klspydFbgn8g,23,fr,shorts2chat,2025-12-26T19:15:24Z,PT53S,2182629,44688,565
Dqw7bnrefUs,Por favor comparte con tus amigos #pov #herramientas #sketch #gracioso #actuación #historia,,UCM-j62Q72sYFAd_RkPYEkhQ,24,en-US,Gracyn,2026-01-22T10:28:09Z,PT48S,5010,44,0
kEq7FWRnD2c,"Et toi, quelle est ta pire punition ? 🥲🫠 #sondage#piiitchs#humour",,UCvdmB3Adgmnc6PdbXN8MxjA,24,en-US,ZynvraLL,2026-01-15T23:39:01Z,PT1M,630153,21550,110
10ptiYkWp88,Drawing Stickman in different level #artandcraft #howtodraw #art #sticker #drawingstickman #sketch,,UC2H97_fbM7FDpyOtWI3cSRA,22,en,Pansy Art,2025-12-13T06:51:24Z,PT23S,6933534,71648,977
_Mbl-oEPcVQ,"😟 je voulais simplement l'aider à vivre, il est mort #insect #humour #animals #help #triste",,UCzNlP92G-yQFt9wB0NPQ7qg,24,fr,Vivien Roulin,2026-01-14T09:21:52Z,PT30S,39891,163,20
LgRJTRIymFI,"Jamel Debbouze, Alban Ivanov, Bun Hay Mean - ÇA TOURNE À KANDAHAR - #humour  #jameldebbouze","Un tournage pas comme les autres...
Sketch de MADE IN JAMEL (2010) avec Jamel Debbouze, Malik Bentalha, Issa Doumbia, Fatsah Bouyahmed, Wahid Bouzidi, Alban Ivanov, Bun Hay Mean, Denis Thybaud, Jalal El Bayed, Manuel Merlot.

Made in Jamel est une série de sketches de l’humoriste français Jamel Debbouze, sorti le 1er décembre 2010 avec Sophie Mounicot, Gad Elmaleh, Florence Foresti, Stromae, Elie Semoun, Didier Bourdon, Audrey Lamy, David Pujadas et la Troupe du Jamel Comedy Club.

Kissman Productions présente :
MADE IN JAMEL
Jamel, au top de sa forme, invite les stars de l'humour dans des sketches délirants : il tente de retrouver la belle Guenièvre avec Sieur Gad Elmaleh, il déclare sa flamme à Florence Foresti dans une comédie musicale digne de Broadway, il attaque la Russie pour séduire sa belle First Lady Didier Bourdon, il forme le duo le plus explosif du hard rock avec Elie Semoun... Des personnages cultes, des vannes qui déchirent, des chansons qui tuent : DU PUR MADE IN JAMEL

#humour #memes #funny #jameldebbouze",UCStN50pL6nWeNlP3oyDTzYw,23,fr,Jamel TV,2025-11-28T15:38:09Z,PT31S,1321818,27822,282
UrD7n_zVEcM,😅Cédric se fait griller sur Facebook par Marion #m6 #scenesdemenages #humour #sketch #funny,,UCgL4BYu0PhQqCbQiIqXs30Q,23,zxx,M6+ Scènes de ménages,2026-01-01T19:00:24Z,PT1M14S,171034,2385,11
sutwO4cEhDs,"How to draw body of (Grim Reaper, Angel, Hybrid) #drawing #tutorial #stickman #fpy","Drawing bodies of Grim Reaper, Angels,and Hybrid in steps
#howtodraw #art #shorts #sketch",UCFeAZduCXFe1130SKbrfB8Q,26,en,DTM_art,2025-12-15T17:30:20Z,PT20S,1708845,35327,492
RGf_YZXC7zQ,Comment LAFESSE fait-il pour demander un SERVICE 😂😏 #humour #drole #prank #pourtoi #fyp,"Dans ces deux caméras cachées hilarantes de l'humoriste et animateur radio français Jean-Yves Lafesse, une dame attendant de pouvoir accéder à un distributeur de banque se fait aborder par Lafesse qui lui demande si elle fait la queue, puis... les couilles, et la deuxième caméra cachée montre Lafesse approchant des forces de l'ordre en leur demandant si ce sont eux qui feront le show ce soir à Cannes lors d'un spectable, blague qui amusera bien les policiers.

#shorts #shortsyoutube #blague #caméracachée",UCkPkpni62zdfSRy3mhlfReg,24,fr,Sarge Rediffusions,2025-12-11T15:01:02Z,PT18S,1282509,8194,93
